,0
5120,"SPN1180, Elementary Spanish: Review and Progress"
5121,"SPN2200, Intermediate Spanish 1"
5122,"SPN2201, Intermediate Spanish 2"
5123,"SPN2240, Intensive Communication Skills"
5124,"SPN3036, Spanish for Health Professions"
5125,"SPN3224, Applied Spanish"
5126,"SPN3300, Spanish Grammar and Composition 1"
5127,"SPN3301, Spanish Grammar and Composition 2"
5128,"SPN3350, Spanish Grammar and Composition for Heritage Learners"
5129,"SPN3440, Commercial Spanish"
5130,"SPN3443, Marketing and Advertising in the Spanish-Speaking World"
5131,"SPN3451, Spanish Translation and Interpretation: Theory and Practice"
5132,"SPN3451, Spanish Translation: Bridging Cultures"
5133,"SPN3510, Culture and Civilization of Spain"
5134,"SPN3520, Culture and Civilization of Spanish America"
5135,"SPN3533, Spanish for Educators"
5136,"SPN3700, Introduction to Hispanic Linguistics"
5137,"SPN3831, Spanish for the Legal Professions"
5138,"SPN3930, Topics in Spanish and Spanish American Culture and Civilization"
5139,"SPN3948, Spanish in the Community"
5140,"SPN4314, Advanced Spanish Composition and Structure for Heritage Learners"
5141,"SPN4420, Advanced Composition and Syntax"
5142,"SPN4780, Spanish Phonetics"
5143,"SPN4780, The Spanish Sound System: Phonetics and Phonology"
5144,"SPN4822, Sociolinguistics of the Spanish-Speaking World"
5145,"SPN4840, Introduction to the History of the Spanish Language"
5146,"SPN4850, Introduction to the Structure of Spanish"
5147,"SPN4851, Spanish Bilingualism"
5148,"SPN4930, Revolving Topics in Linguistics and Culture"
5149,"SPN6480, Spanish Phonetics and Phonology"
5150,"SPN6705, Foundations of Hispanic Linguistics"
5151,"SPN6735, Special Study in Spanish Linguistics"
5152,"SPN6806, Psycholinguistics of Spanish Bilingualism"
5153,"SPN6827, Sociolinguistics of the Spanish-Speaking World"
5154,"SPN6845, History of the Spanish Language"
5155,"SPN6855, Spanish Syntax"
5156,"SPN6855, Structure of Spanish"
5157,"SPW3030, Survey of Spanish-American Literature: From Discovery to Independence"
5158,"SPW3031, Survey of Spanish-American Literature: From Independence to Contemporary Times"
5159,"SPW3100, Introduction to Spanish Literature 1"
5160,"SPW3101, Introduction to Spanish Literature 2"
5161,"SPW4190, Seminar in Spanish-American Literature and Culture"
5162,"SPW4213, Spanish Prose Fiction of the Golden Age"
5163,"SPW4310, Not Shakespeare: Spanish Theater for Kings and Commoners"
5164,"SPW4604, Don Quixote"
5165,"SPW4930, Revolving Topics in Literature and Culture"
5166,"SPW6209, Colonial Spanish-American Literature"
5167,"SPW6286, Contemporary Spanish-American Narrative II"
5168,"SPW6606, Cervantes"
5169,"SPW6902, Special Study in Spanish or Spanish-American Literature"
5170,"SPW6934, Seminar in Spanish American Literature and Culture"
5171,"SPW6938, Seminar in Spanish Literature and Culture"
5172,"STA2023, Introduction to Statistics 1"
5173,"STA3024, Introduction to Statistics 2"
5174,"STA3032, Engineering Statistics"
5175,"STA3100, Programming With Data in R"
5176,"STA4183, Theory of Interest"
5177,"STA4210, Regression Analysis"
5178,"STA4211, Design of Experiments"
5179,"STA4222, Sample Survey Design"
5180,"STA4241, Statistical Learning in R"
5181,"STA4273, Statistical Computing in R"
5182,"STA4321, Introduction to Probability"
5183,"STA4322, Introduction to Statistics Theory"
5184,"STA4502, Nonparametric Statistical Methods"
5185,"STA4504, Categorical Data Analysis"
5186,"STA4712, Introduction to Survival Analysis"
5187,"STA4821, Stochastic Processes"
5188,"STA4853, Introduction to Time Series and Forecasting"
5189,"STA4930, Special Topics"
5190,"STA5325, Fundamentals of Probability"
5191,"STA5328, Fundamentals of Statistical Theory"
5192,"STA5503, Categorical Data Methods"
5193,"STA5507, Applied Nonparametric Methods"
5194,"STA5856, Applied Time Series Methods"
5195,"STA6126, Statistical Methods in Social Research I"
5196,"STA6166, Statistical Methods in Research I"
5197,"STA6167, Statistical Methods in Research II"
5198,"STA6207, Regression Analysis"
5199,"STA6208, Basic Design and Analysis of Experiments"
5200,"STA6246, Theory of Linear Models"
5201,"STA6275, Statistical Computing I: Optimization"
5202,"STA6326, Introduction to Theoretical Statistics I"
5203,"STA6327, Introduction to Theoretical Statistics II"
5204,"STA6329, Matrix Algebra and Statistical Computing"
5205,"STA6707, Analysis of Multivariate Data"
5206,"STA6934, Special Topics in Statistics"
5207,"STA7233, Advanced Regression"
5208,"STA7249, Generalized Linear Models"
5209,"STA7334, Limit Theory"
5210,"STA7346, Statistical Inference"
5211,"STA7347, Advanced Inference"
5212,"STA7348, Bayesian Theory"
5213,"STA7466, Probability Theory I"
5214,"STA7467, Probability Theory II"
5215,"STA7828, Topics in Stochastic Processes"
5216,"STA7934, Special Topics in Statistics"
5217,"WST2322, Introduction to Health Disparities"
5218,"WST2611, Humanities Perspectives on Gender and Sexuality"
5219,"WST2612, Social Science Perspectives on Gender and Sexuality"
5220,"WST3015, Interdisciplinary Perspectives in Women's Studies"
5221,"WST3323, Gender, Bodies, and Health"
5222,"WST3335, Women and Gender Analysis through American Film: 1950-Present"
5223,"WST3349, Ecofeminism"
5224,"WST3371, Women, Leadership & Diversity in the Global Environment"
5225,"WST3415, Transnational Feminism"
5226,"WST3603, Sexualities Studies"
5227,"WST3703, History of American Medicine: Race, Class, Gender, and Science"
5228,"WST3930, Special Interdisciplinary Topics in Women's Studies"
5229,"WST4630, Gender, Culture, and Place"
5230,"WST4704, Discrimination and Health"
5231,"WST4930, Special Topics"
5232,"WST4935, Capstone Seminar"
5233,"WST4941C, Practicum in Health Disparities"
5234,"WST5933, Proseminar in Women's Studies"
5235,"WST6004, Feminist Methods in Research and Scholarship"
5236,"WST6508, Advanced Feminist Theory"
5237,"WST6596, Intersectional Activism"
5238,"WST6935, Special Topics in Women's Studies"
5239,"ENC1101, Expository and Argumentative Writing"
5240,"ENC1102, Argument and Persuasion"
5241,"ENC2305, Analytical Writing and Thinking"
5242,"ENC3246, Professional Communication for Engineers"
5243,"ENC3252, Writing for Strategic Communication"
5244,"ENC3254, Professional Writing in the Discipline"
5245,"ENC3453, Writing in the Health Professions"
5246,"ENC3459, Writing in the Medical Sciences"
5247,"ENC3464, Writing in the Social Sciences"
5248,"ENC3465, Writing in the Law"
5249,"ENC3466, Writing in the Communication Sciences"
5250,"ENC4493, Peer Tutoring in Rhetoric and Writing"
5251,"ENC5319, Scholarly Writing for Publication"
5252,"RED1343, Reading and Writing Content Area"
5253,"BSC3402, Theory and Practice in the Biological Sciences"
5254,"PCB3063, Genetics"
5255,"PCB3713C, Cellular and Systems Physiology"
5256,"PCB4043C, General Ecology"
5257,"PCB4674, Evolution"
5258,"PCB4723C, Physiology and Molecular Biology of Animals"
5259,"PCB5415C, Behavioral Ecology"
5260,"PCB6049, Seminar in Ecology"
5261,"PCB6447C, Community Ecology"
5262,"PCB6695, Seminar in Evolutionary Biology"
5263,"ZOO3603C, Evolutionary Developmental Biology"
5264,"ZOO3713C, Functional Vertebrate Anatomy"
5265,"ZOO4205C, Invertebrate Biodiversity"
5266,"ZOO4307C, Vertebrate Biodiversity"
5267,"ZOO4403C, Marine Biology"
5268,"ZOO4472C, Avian Biology"
5269,"ZOO4926, Special Topics in Zoology"
5270,"ZOO6308, Dynamic Optimization Modeling in Behavioral and Evolutionary Ecology"
5271,"ZOO6927, Special Topics in Zoology"
5272,"ZOO6939, Seminar in Animal Behavior"
5273,"LAW5000, Contracts"
5274,"LAW5100, Criminal Law"
5275,"LAW5301, Civil Procedure"
5276,"LAW5400, Property"
5277,"LAW5501, Constitutional Law"
5278,"LAW5700, Torts"
5279,"LAW5755, Intro to Lawyering"
5280,"LAW5792, Legal Writing"
5281,"LAW5793, Appellate Advocacy"
5282,"LAW5803, Legal Research"
5283,"LAW6010, Sales"
5284,"LAW6031, Payment Systems"
5285,"LAW6040, Consumer Law"
5286,"LAW6051, Secured Trans Pers Pr"
5287,"LAW6052, Creditors Remedies"
5288,"LAW6056, Adv Prob Bankrupt/Deb"
5289,"LAW6062, Uninc Bus Ent"
5290,"LAW6063, Corporations"
5291,"LAW6064, Corporate Finance"
5292,"LAW6067, Mergers & Acquisitions"
5293,"LAW6068, Bus Enterprise Survey"
5294,"LAW6080, Insurance"
5295,"LAW6111, Police and Police Prac"
5296,"LAW6112, Adversary System"
5297,"LAW6115, Fl Criminal Procedure"
5298,"LAW6116, White Collar Crime"
5299,"LAW6225, Am Legal Thought"
5300,"LAW6237, Race,Crime and the Law"
5301,"LAW6250, Comparative Law"
5302,"LAW6260, International Law"
5303,"LAW6261, Internat Bus Law"
5304,"LAW6263, Internatl Human Right"
5305,"LAW6264, Immigra and Nationality"
5306,"LAW6296, Immigration Law"
5307,"LAW6302, Federal Courts"
5308,"LAW6303, Fla Civil Procedure"
5309,"LAW6305, Remedies"
5310,"LAW6311, Complex Civil Litigation"
5311,"LAW6314, Collaborative Law"
5312,"LAW6330, Evidence"
5313,"LAW6363, Trial Practice"
5314,"LAW6366, Trial Team"
5315,"LAW6367, Adv Trial Practice"
5316,"LAW6383, Mediation/Other Dispu"
5317,"LAW6385, Negotiation"
5318,"LAW6430, Trusts & Estates"
5319,"LAW6432, Fiduciary Admin 1"
5320,"LAW6460, Land Use Plan and Cont"
5321,"LAW6465, Conservation Clinic"
5322,"LAW6471, Environ Law"
5323,"LAW6472, Natural Resources Law"
5324,"LAW6474, Agricultural Law"
5325,"LAW6492, Water Law"
5326,"LAW6511, First Amendment Law"
5327,"LAW6520, Administrative Law"
5328,"LAW6521, Florida Adminis Law"
5329,"LAW6524, Statutory Interpr"
5330,"LAW6526, Journal Law/Public"
5331,"LAW6531, Local Govt Tax Finan"
5332,"LAW6534, Wetlands and Watersheds: Science, Law and Policy"
5333,"LAW6540, Labor Law"
5334,"LAW6545, Employment Law"
5335,"LAW6549, Empl Discrimination"
5336,"LAW6550, Antitrust Law"
5337,"LAW6560, Securities Regulation"
5338,"LAW6571, Trade Secret Law"
5339,"LAW6572, Copyright Law"
5340,"LAW6573, Patent Law"
5341,"LAW6574, Intnatl Intellct Prop"
5342,"LAW6576, Trademark Law"
5343,"LAW6600, Income Taxation"
5344,"LAW6610, Corporate Tax"
5345,"LAW6616, Partnership Tax"
5346,"LAW6620, Tax Gratui Transfers"
5347,"LAW6710, Family Law"
5348,"LAW6714, Child/Parent/State"
5349,"LAW6715, Adoption Law"
5350,"LAW6724, Med Tech and the Law"
5351,"LAW6725, Medical Malpractice"
5352,"LAW6750, Profess Responsibilty"
5353,"LAW6752, Law Practice Managemt"
5354,"LAW6761, Finance for Lawyers"
5355,"LAW6798, Adv Legal Research"
5356,"LAW6807, Legal Drafting"
5357,"LAW6812, Poverty Law"
5358,"LAW6816, Soc Just Lawyering"
5359,"LAW6825, Electronic Discovery"
5360,"LAW6841, Media Law"
5361,"LAW6930, Selected Legal Probs"
5362,"LAW6933, Bridge to Practice"
5363,"LAW6936, Seminars"
5364,"LAW6940, Civil Clinic"
5365,"LAW6942, Criminal Clinic"
5366,"LAW6945, Semester in Practice"
5367,"LAW6946, Externship"
5368,"LAW6949, Internat Law Journal"
5369,"LAW6950, Law Review"
5370,"LAW6951, Moot Court"
5371,"LAW6953, Ad Res Wrt Apl Advc 1"
5372,"LAW6954, Ad Res Wrt Apl Advc 2"
5373,"LAW6959, Jrnl Tech Law/Policy"
5374,"LAW7200, Introduction to the Legal System of the United States for LL.M. in Comparative Law, Part II"
5375,"LAW7805, Legal Writing and Research for LL.M. in Comparative Law"
5376,"LAW7602, Taxation of Property Transactions"
5377,"LAW7604, Timing Issues in Taxation"
5378,"LAW7611, Corporate Taxation I"
5379,"LAW7613, Corporate Taxation II"
5380,"LAW7614, U.S. International Tax I"
5381,"LAW7615, U.S. International Tax II"
5382,"LAW7617, Partnership Taxation"
5383,"LAW7623, Taxation of Gratuitous Transfers"
5384,"LAW7625, Income Taxation of Trusts and Estates"
5385,"LAW7626, Estate Planning"
5386,"LAW7632, Deferred Compensation"
5387,"LAW7633, Tax Exempt Organizations"
5388,"LAW7640, Civil Tax Procedure"
5389,"LAW7641, Procedures in Tax Fraud Cases"
5390,"LAW7650, State and Local Taxation"
5391,"LAW7660, Tax Policy"
5392,"LAW7682, Income Tax Treaties"
5393,"LAW7683, Transfer Pricing"
5394,"LAW7905, Independent Study"
5395,"LAW7906, Directed Research for LL.M. in Comparative Law"
5396,"LAW7911, Federal Tax Research"
5397,"LAW7931, Current Federal Tax Problems"
5398,"LAW7932, Introduction to the Legal System of the United States for LLM in Comparative Law, Part I"
5399,"GMS6099, Research Methods in Gerontology"
5400,"GMS6483, Theories of Aging"
5401,"GMS6484, Geriatric and Age Related Diseases"
5402,"GMS6485, Population Based Research on Aging"
5403,"GMS6486, Biology of Aging"
5404,"GMS6487, Anti-aging Interventions"
5405,"GMS6622, Mitochondrial Biology in Aging and Disease"
5406,"GMS6715, Healthy Aging: Behavioral and Clinical Outcomes"
5407,"GMS6717, Healthy Aging: Biological Outcomes"
5408,"GMS6771, Clinical Neuroscience of Aging"
5409,"GMS6876, Law & Ethics of Aging"
5410,"BMS4136C, Human Histology"
5411,"BMS6031, Foundations of Med"
5412,"GMS5057, Medical Cell Biology"
5413,"GMS5604, Medical Human Embryology"
5414,"GMS5605, Medical Anatomy"
5415,"GMS5606L, Medical Human Anatomy Laboratory"
5416,"GMS5613, Medical Human Anatomy by Diagnostic Imaging"
5417,"GMS5630, Medical Histology"
5418,"GMS6061, Nuclear Structure and Dynamics"
5419,"GMS6063, Cell Biology of Aging"
5420,"GMS6064, Tumor Biology"
5421,"GMS6335, Advanced Stem Cell Biology: Tissue Engineering"
5422,"GMS6421, Cell Biology"
5423,"GMS6607C, Essential Human Anatomy"
5424,"GMS6609, Advanced Gross Anatomy"
5425,"GMS6635, Organization of Cells and Tissues"
5426,"GMS6647, Transcriptional and Translational Control of Cell Growth and Proliferation"
5427,"GMS6690, Molecular Cell Biology Journal Club"
5428,"GMS6691, Special Topics in Cell Biology and Anatomy"
5429,"GMS6692, Research Conference in Anatomy and Cell Biology"
5430,"GMS6934, Cancer Biology Data Discussion"
5431,"MDT7520, Elect Top/Anatomy"
5432,"BCH2911, Science for Life"
5433,"BCH4024, Introduction to Biochemistry and Molecular Biology"
5434,"BCH4905, Biochemistry Senior Research"
5435,"BCH5413, Mammalian Molecular Biology and Genetics"
5436,"BCH6206, Advanced Metabolism"
5437,"BCH6207, Advanced Metabolism: Role of Membranes in Signal Transduction and Metabolic Control"
5438,"BCH6208, Advanced Metabolism: Regulation of Key Reactions in Carbohydrate and Lipid Metabolism"
5439,"BCH6209, Advanced Metabolism: Regulation of Key Reactions in Amino Acid and Nucleotide Metabolism"
5440,"BCH6415, Advanced Molecular and Cell Biology"
5441,"BCH6740, Physical Biochemistry/Structural Biology"
5442,"BCH6741C, Magnetic Resonance Imaging and Spectroscopy in Living Systems"
5443,"BCH6744, Molecular Structure Determination by X-ray Crystallography"
5444,"BCH6744L, Molecular Structure Determination by X-Ray Crystallography Laboratory"
5445,"BCH6745, Molecular Structure and Dynamics of NMR Spectroscopy"
5446,"BCH6745L, Molecular Structure and Dynamics by NMR Spectroscopy Laboratory"
5447,"BCH6746, Structural Biology: Macromolecular Structure Determination"
5448,"BCH6747, Structural Biology/Advanced Physical Biochemistry: Spectroscopy and Hydrodynamics"
5449,"BCH6749C, Numerical Methods in Structural Biology"
5450,"BCH7410, Advanced Gene Regulation"
5451,"GMS5905, Special Topics in Biomedical Sciences"
5452,"BMS6863, Pop Hlth in Med"
5453,"GMS5905, Special Topics in Biomedical Sciences"
5454,"GMS6001, Fundamentals of Biomedical Sciences I"
5455,"GMS6003, Fundamentals of Graduate Research and Professional Development"
5456,"GMS6009, Principles of Drug Action and Therapeutics"
5457,"GMS6096, Introduction to NIH Grant Writing for Biomedical Sciences"
5458,"GMS6193, Research Conference in Oral Biology"
5459,"GMS6780, Addiction: Neuroscience and Trends"
5460,"GMS6875, Ethical and Policy Issues in Clinical Research"
5461,"GMS6895, CTS Journal Club"
5462,"GMS6905, Independent Studies in Medical Sciences"
5463,"GMS7877, Responsible Conduct of Biomedical Research"
5464,"GMS7950, Fundamentals of Biomedical Science Education"
5465,"MDT7090, Elective Topics"
5466,"MDU4001, Introduction to Medical Science Seminar 1"
5467,"MDU4002, Introduction to Medical Science Seminar 2"
5468,"MDU4003, Introduction to the Professions of Medicine"
5469,"MDU4004, Physician Shadowing"
5470,"MDU4008, Aspects of the Art of Medicine"
5471,"MDU4010, Cell Biology Seminar"
5472,"MDU4031, Medicine and the Law"
5473,"MDU4051, Medical Humanities and Clinical Practice"
5474,"MDU4061, Introduction to Medical Bioethics"
5475,"MDU4070, Physician Perspectives on Glocal Topics in Healthcare"
5476,"MDU4850, Diseases of Eating"
5477,"BMS6092, Research and Discovery"
5478,"GMS5905, Special Topics in Biomedical Sciences"
5479,"GMS6803, Data Science for Clinical Research"
5480,"GMS6804, Translational Bioinformatics"
5481,"GMS6805, Introduction to Applied Ontology"
5482,"GMS6806, Security and Privacy for Clinical Research"
5483,"GMS6812, Health Outcomes Research in Cancer"
5484,"GMS6813, Applied Topics in Pragmatic Trials and Implementation Science"
5485,"GMS6822, Measuring and Analyzing Health Outcomes II"
5486,"GMS6836, Foundations of Learning Health Systems Research"
5487,"GMS6848, Ensuring Rigor and Reproducibility in Clinical and Translational Research"
5488,"GMS6850, Foundations of Biomedical Informatics"
5489,"GMS6851, Fundamentals of Dissemination and Implementation Research"
5490,"GMS6852, Community Engaged Research for Clinical Effectiveness and Implementation Science Studies"
5491,"GMS6853, Improvement and Implementation Science in the Learning Health System"
5492,"GMS6856, Introduction to Biomedical Natural Language Processing"
5493,"GMS6885, Translational Health Research Design"
5494,"GMS6893, Clinical and Translational Science Seminar Series"
5495,"GMS7887, Health Outcomes & Policy PhD Research Seminar"
5496,"BMS6813, Intro Clin Med 3"
5497,"BMS6814, Intro Clin Med 4"
5498,"BMS6816, Cancer Bio Clin Oncol"
5499,"BMS6003, Genetics and Health"
5500,"BMS6300, Fund Micro and Immuno"
5501,"GMS5905, Special Topics in Biomedical Sciences"
5502,"GMS5909, Finding Biomedical Research Information and Communicating Science"
5503,"GMS6012, Human Genetics"
5504,"GMS6013, Developmental Genetics"
5505,"GMS6014, Applications of Bioinformatics to Genetics"
5506,"GMS6034, Advanced Virology I: Genetics and RNA"
5507,"GMS6035, Advanced Virology II: RNA Viruses"
5508,"GMS6036, Molecular Virology III: DNA Viruses"
5509,"GMS6038, Bacterial Genetics and Physiology"
5510,"GMS6040, Host-Pathogen Interactions"
5511,"GMS6108, Bacterial Physiology, Antibiotics, and Genetics"
5512,"GMS6121, Infectious Diseases"
5513,"GMS6132, Introductory Gene and Immunotherapy"
5514,"GMS6140, Principles of Immunology"
5515,"GMS6143, Cells of the Innate Immune System"
5516,"GMS6153, Advanced Bacterial Genetics"
5517,"GMS6162, Oral Microbiology and Immunology"
5518,"GMS6196, Virology Journal Club"
5519,"GMS6221, Ethics in Genetics"
5520,"GMS6224, Foundations in Precision Medicine: Medical Molecular Genetics"
5521,"GMS6231, Genomics and Bioinformatics"
5522,"GMS6232, Advanced Applications of Bioinformatics in Genetics"
5523,"GMS6251, Molecular Therapy I – Vectors and Molecular Mechanisms"
5524,"GMS6253, Molecular Therapy III – Immunology of Gene Transfer"
5525,"GMS6290, Genetics/Genomics Program Graduate Seminar"
5526,"GMS6331, Stem Cell Biology"
5527,"GMS6336, Advanced Stem Cell Biology: Regenerative Medicine"
5528,"GMS6337, B Cell Development in Health and Disease"
5529,"GMS6338, Recent Advances in Cancer Metastasis"
5530,"GMS6382, Special Topics in Immunology"
5531,"GMS6506, Biologic Drug Development"
5532,"GMS6867, Big Data for the Biologist"
5533,"GMS6920, Genetics Journal Colloquy"
5534,"GMS6921, Immunology/Microbiology Journal Colloquy"
5535,"GMS6945, Team Science"
5536,"GMS7133, Advanced Molecular Virology"
5537,"GMS7191, Research Conference"
5538,"GMS7192, Journal Colloquy"
5539,"GMS7194, Biotechnology Seminar"
5540,"MDC7800, Neurology Clerkship"
5541,"BMS6020, Clinical Neuroscience"
5542,"GMS6007, Fundamentals of Neuroscience"
5543,"GMS6021, Organization and Development of the Nervous System"
5544,"GMS6021, Principles of Neuroscience I: Organization and Development of the Nervous System"
5545,"GMS6022, Principles of Neuroscience II: Cellular and Molecular Neuroscience"
5546,"GMS6023, Principles of Neuroscience III: Molecular Neuropharmacology and its Clinical Application"
5547,"GMS6029, Brain Journal Club"
5548,"GMS6073, Developmental Neurobiology"
5549,"GMS6082, Introduction to Functional Magnetic Resonance Imaging"
5550,"GMS6705, Functional Human Neuroanatomy"
5551,"GMS6712, Biological Clocks in Neural Health and Disease"
5552,"GMS6750, Molecular Pathobiology of Neural Disease"
5553,"GMS6757, Introduction to Alzheimer's Disease and Related Dementias: Clinical and Mechanistic Principles"
5554,"GMS6791, Visual Neuroscience Journal Club"
5555,"GMS6792, Neuroscience Graduate Research Seminar"
5556,"GMS7794, Neuroscience Seminar"
5557,"GMS7795, Special Topics in Neuroscience"
5558,"BMS6632, Endo and Reproduction"
5559,"MDC7940, Internship 101"
5560,"BMS6631, Hematology"
5561,"BMS6633, The Cv System"
5562,"BMS6635, Derm and Msk"
5563,"BMS6638C, Kidney & Urinary Tract"
5564,"GMS5905, Special Topics in Biomedical Sciences"
5565,"GMS6350, Forensic Investigation"
5566,"GMS6351, Trauma Analysis"
5567,"GMS6352, Artifacts of Decomposition"
5568,"GMS6353, Gross Anatomical Exam and Forensic Pathology"
5569,"GMS6354, Communication Skills in Forensic Science Context"
5570,"GMS6356, Applied Osteology"
5571,"GMS6357, Forensic Photography"
5572,"GMS6357L, Forensic Photography Laboratory"
5573,"GMS6359, Principles of Bloodstain Pattern Analysis"
5574,"GMS6359L, Principles of Bloodstain Pattern Analysis Laboratory"
5575,"GMS6360, Principles of Forensic Medicine I"
5576,"GMS6361, Principles of Forensic Medicine II"
5577,"GMS6362, Principles of Crime Scene Investigation"
5578,"GMS6363, Principles of Osteology"
5579,"GMS6945, Team Science"
5580,"BMS6091, Hlth Outcomes Plcy 1"
5581,"BMS6751, Nutrition and Health"
5582,"GMS6053, Cancer Biology and Therapeutics"
5583,"GMS6065, Fundamentals of Cancer Biology"
5584,"GMS6070, Sensory and Motor Systems"
5585,"GMS6476, Fundamentals of Skeletal Muscle"
5586,"GMS6504, Advanced Medical Pharmacology"
5587,"GMS6510, Pharmacology of Cannabis, Tobacco, and Vaping"
5588,"GMS6520, Medical Pharmacology and Therapeutics I: The Nervous System"
5589,"GMS6530, Medical Pharmacology and Therapeutics II: Cardiovascular, Renal and Respiratory Systems"
5590,"GMS6531, Medical Pharmacology and Therapeutics III: Endocrine, Musculoskeletal and Reproductive Systems"
5591,"GMS6540, Medical Pharmacology and Therapeutics IV: Cancer, Antimicrobial and Antiparasitic Agents"
5592,"GMS6551, Fundamentals of Medical Pharmacology and Therapeutics"
5593,"GMS6552, Cell Signaling & Therapeutics"
5594,"GMS6560, Molecules to Man: Past, Present and Future Therapeutic Strategies for Disease"
5595,"GMS6590, Seminar in Pharmacology"
5596,"GMS6847, Translational Research and Therapeutics: Bench, Bedside, Community, & Policy"
5597,"GMS7593, Topics in Pharmacology and Toxicology"
5598,"PAS5000C, Physical Diagnosis"
5599,"PAS5001C, Eval and Hospital Pract"
5600,"PAS5003C, Medical Communication"
5601,"PAS5004, Clin Prob Solv/Diagno"
5602,"PAS5005, Behav and Commnty Med 1"
5603,"PAS5007C, Clinical Procedures"
5604,"PAS5008C, Adv Clinical Practic"
5605,"PAS5009, Behav and Commnty Med 2"
5606,"PAS5010, Intro to Medicine 1"
5607,"PAS5013, Evidence Based Med"
5608,"PAS5020, Intro to Medicine 2"
5609,"PAS5022C, Gross/Radiograph Anat"
5610,"PAS5025, Human Physiology"
5611,"PAS5026, Pharmacotherapeu 2"
5612,"PAS5027C, Ekg Intrp/Life Supp"
5613,"BMS3521, Human Physiology in Translation"
5614,"BMS6634, GI and Hepatology"
5615,"BMS6642, The Resp Sys Hlth"
5616,"GMS6400C, Principles of Physiology"
5617,"GMS6401, Medical Renal Physiology"
5618,"GMS6402, Medical Respiration Physiology"
5619,"GMS6405, Fundamentals of Endocrine Physiology"
5620,"GMS6406, Fundamentals of Pulmonary/Respiratory Physiology"
5621,"GMS6408, Fundamentals of Renal Physiology"
5622,"GMS6410, Physiology of the Circulation of Blood"
5623,"GMS6411, Fundamentals of Cardiovascular Physiology"
5624,"GMS6413, Advances in Hypertension Research"
5625,"GMS6414, Advanced Renal Physiology"
5626,"GMS6415, Fundamentals of Gastrointestinal Physiology"
5627,"GMS6419, Medical Endocrinology and Reproduction"
5628,"GMS6440, Fundamentals of Medical Physiology"
5629,"GMS6470, Adv. Respiration Physiology 1"
5630,"GMS6474, Medical Cardiovascular and Muscle Physiology"
5631,"GMS6479, Medical Gastrointestinal Physiology"
5632,"GMS6491, Journal Club in Physiology"
5633,"GMS6495, Seminar in Physiology"
5634,"BMS6021, Pain Intensive"
5635,"BMS6810, Intro Clin Med 1"
5636,"BMS6812, Intro Clin Med 2"
5637,"GMS6775, Treatment and Intervention in Autism Spectrum Disorder"
5638,"GMS6776, Neurobiology of Autism Spectrum Disorder"
5639,"GMS6777, Autism Spectrum Disorder Supports and Services Across the Lifespan"
5640,"GMS6778, Introduction to Autism Spectrum Disorder"
5641,"GMS6780, Addiction: Neuroscience and Trends"
5642,"GMS6781, Foundations in Addiction and Substance Use Disorders"
5643,"GMS6782, Addiction: Clin Eval"
5644,"GMS6783, Addiction: Counseling and Treatment Methods"
5645,"GMS6784, Addiction: Referral"
5646,"GMS6785, Addiction:Pro Ethical"
5647,"BME6591, Therapeutic Radiological Physics I"
5648,"BME6592, Therapeutic Radiological Physics II"
5649,"MDT7780, Elect Top/Radia Oncol"
5650,"BME6505, Advanced Diagnostic Radiological Physics"
5651,"BME6533, Radiologic Anatomy"
5652,"ENU5626, Radiation Biology"
5653,"ENU5658, Imaging System Analysis with Medical Physics Applications"
5654,"ENU6636, Medical Radiation Shielding & Protection"
5655,"ENU6652, Clinical Rotation in Diagnostic Radiology"
5656,"ENU6657, Diagnostic Radiological Physics"
5657,"ENU6659, Nuclear Medicine Instrumentation and Procedure"
5658,"AFR1101, The Air Force Today"
5659,"AFR1101L, General Military Course (GMC) Leadership Laboratory"
5660,"AFR1120, The Air Force Today"
5661,"AFR1120L, General Military Course (GMC) Leadership Laboratory"
5662,"AFR2130, The Evolution of USAF Air and Space Power"
5663,"AFR2130L, General Military Course (GMC) Leadership Laboratory"
5664,"AFR2140, The Evolution of USAF Air and Space Power"
5665,"AFR2140L, General Military Course (GMC) Leadership Laboratory"
5666,"AFR3220, Air Force Leadership and Management"
5667,"AFR3220L, Professional Officer Course (POC) Leadership Laboratory 1"
5668,"AFR3231, Air Force Leadership and Management"
5669,"AFR3231L, Professional Officer Course (POC) Leadership Laboratory 2"
5670,"AFR4201, Preparation for Active Duty 1"
5671,"AFR4201L, Professional Officer Course (POC) Leadership Laboratory 3"
5672,"AFR4211, Preparation for Active Duty 2"
5673,"AFR4211L, Professional Officer Course (POC) Leadership Laboratory 4"
5674,"NSC3215C, Navigation and Naval Operations 2"
5675,"NGR6002C, Advanced Health Assessment"
5676,"NGR6052C, Adult Nursing: Diagnostics and Procedures"
5677,"NGR6101, Theory and Research for Nursing"
5678,"NGR6104, State of the Science in Nursing"
5679,"NGR6140, Physiology and Pathophysiology for Advanced Nursing Practice"
5680,"NGR6172, Pharmacothera for Apn"
5681,"NGR6230C, Acute Care Nurse Practitioner: Diagnostics and Procedures for the Critically Ill"
5682,"NGR6241, Adult Nursing: Common Health Problems"
5683,"NGR6241L, Adlt Hlth Prob:Clinic"
5684,"NGR6242L, Adlt-Gero Acnp Clin 1"
5685,"NGR6243, Acute Care Nurse Practitioner: Critically Ill Adult"
